,article_name,country,rev_id,article_quality,population
44875,Célestine Ketcha Courtès,Cameroon,806289328,C,23739000
44876,Henri Hogbe Nlend,Cameroon,806649445,Start,23739000
44877,Grégoire Owona,Cameroon,806876396,C,23739000
44878,Paul Biya,Cameroon,807325577,B,23739000
44879,Isabelle Bassong,Cameroon,807422778,Start,23739000
44880,Mohlabi Tsekoa,Lesotho,703719281,Start,1924381
44881,Ntlhoi Motsamai,Lesotho,753538700,C,1924381
44882,Pontso Sekatle,Lesotho,769776475,Start,1924381
44883,David Mitchell (lawyer),Lesotho,776933152,C,1924381
44884,'Mantšebo,Lesotho,780923508,C,1924381
44885,Mothetjoa Metsing,Lesotho,786347645,Start,1924381
44886,Ntsu Mokhehle,Lesotho,787292376,Start,1924381
44887,Monyane Moleleki,Lesotho,789844915,Start,1924381
44888,Malebaka Flory Bulane,Lesotho,790009799,Stub,1924381
44889,Letuka Nkole,Lesotho,790009824,Stub,1924381
44890,Thabang Nyeoe,Lesotho,790009825,Stub,1924381
44891,Hae Phoofolo,Lesotho,790009829,Start,1924381
44892,Elias Phisoana Ramaema,Lesotho,790009833,Start,1924381
44893,Selometsi Baholo,Lesotho,790009840,Stub,1924381
44894,Sekhonyana Nehemia Maseribane,Lesotho,790009880,Stub,1924381
44895,Selibe Mochoboroane,Lesotho,790009952,Stub,1924381
44896,Oziel Hlalele Motaung,Lesotho,790009970,Stub,1924381
44897,List of Prime Ministers of Lesotho,Lesotho,791665253,Start,1924381
44898,Kelebone Maope,Lesotho,792686563,Start,1924381
44899,Khauhelo Deborah Raditapole,Lesotho,796668031,C,1924381
44900,Justin Lekhanya,Lesotho,796976046,Start,1924381
44901,Leabua Jonathan,Lesotho,799585856,C,1924381
44902,Template:LesothoPMs,Lesotho,799948838,Stub,1924381
44903,Queen 'Mamohato of Lesotho,Lesotho,803242059,Start,1924381
44904,Mphu Ramatlapeng,Lesotho,805153943,Stub,1924381
44905,Pakalitha Mosisili,Lesotho,805182184,C,1924381
44906,Lesao Lehohla,Lesotho,805522096,Start,1924381
44907,Tom Thabane,Lesotho,807203102,C,1924381
44908,'Mamphono Khaketla,Lesotho,807284572,Start,1924381
44909,'Matlelima Hlalele,Lesotho,807355596,Start,1924381
44910,Salih Usar,Cyprus,705088060,Stub,1153000
44911,Osman Ertuğ,Cyprus,705200468,Stub,1153000
44912,Eşref Vaiz,Cyprus,705202080,Stub,1153000
44913,Hüseyin Öztoprak,Cyprus,705202157,Stub,1153000
44914,Reşat Çağlar,Cyprus,705878369,Stub,1153000
44915,Alekos Michaelides,Cyprus,712033621,Stub,1153000
44916,Template:Cyprus-mayor-stub,Cyprus,712584095,Stub,1153000
44917,Template:Cyprus-diplomat-stub,Cyprus,712584125,Stub,1153000
44918,Niyazi Manyera,Cyprus,713266622,Stub,1153000
44919,Antonis Georgiades,Cyprus,716653965,Stub,1153000
44920,Özker Özgür,Cyprus,717464697,Stub,1153000
44921,Kutlay Erk,Cyprus,720107440,Stub,1153000
44922,Oktay Kayalp,Cyprus,720804867,Stub,1153000
44923,Nicos Katsourides,Cyprus,721004913,Stub,1153000
44924,Nicos Tornaritis,Cyprus,721819456,Start,1153000
44925,Christos Patsalides,Cyprus,722002520,Stub,1153000
44926,Petros Kestoras,Cyprus,722319829,Stub,1153000
44927,İsmet Kotak,Cyprus,722908046,Stub,1153000
44928,Pambos Papageorgiou,Cyprus,724074777,Stub,1153000
44929,Marinos Sizopoulos,Cyprus,724249446,Stub,1153000
44930,Derviş Kemal Deniz,Cyprus,724980436,Stub,1153000
44931,Kudret Özersay,Cyprus,725218270,Start,1153000
44932,Hakkı Atun,Cyprus,726759992,Stub,1153000
44933,Raşit Pertev,Cyprus,727320180,Stub,1153000
44934,List of Speakers of the Assembly of the Republic (Northern Cyprus),Cyprus,727426526,Stub,1153000
44935,Takis Evdokas,Cyprus,728213395,Stub,1153000
44936,Michael Zampelas,Cyprus,730357183,Start,1153000
44937,Template:Cyprus-MEP-stub,Cyprus,730648330,Stub,1153000
44938,Panayiotis Demetriou,Cyprus,730672140,Stub,1153000
44939,Yiannakis Matsis,Cyprus,730673096,Stub,1153000
44940,Costas Mavrides,Cyprus,730676359,Stub,1153000
44941,Template:Cyprus-politician-stub,Cyprus,730677128,Stub,1153000
44942,Sophocles Sophocleous,Cyprus,730681164,Stub,1153000
44943,Kyriakos Mavronikolas,Cyprus,730681201,Stub,1153000
44944,Costas Kadis,Cyprus,732969018,Stub,1153000
44945,Kostas Themistocleous,Cyprus,738687411,Stub,1153000
44946,George Perdikes,Cyprus,743232324,Stub,1153000
44947,Andreas Efstratiou,Cyprus,744265673,Stub,1153000
44948,Alecos Markides,Cyprus,745844024,Stub,1153000
44949,Georgios Ladas,Cyprus,746569870,Stub,1153000
44950,Özkan Murat,Cyprus,746762436,Stub,1153000
44951,Cemal Metin Bulutoğluları,Cyprus,750137115,Stub,1153000
44952,Niyazi Kızılyürek,Cyprus,751738755,Start,1153000
44953,Fazıl Önder,Cyprus,755761395,Start,1153000
44954,Özkan Yorgancıoğlu,Cyprus,756256697,Start,1153000
44955,Canan Öztoprak,Cyprus,757540340,Stub,1153000
44956,Kostas Kyriacou,Cyprus,759758624,Stub,1153000
44957,Erato Kozakou-Marcoullis,Cyprus,760041027,Start,1153000
44958,Andreas Pitsillides,Cyprus,760182587,Stub,1153000
44959,Vassos Lyssarides,Cyprus,765199007,Start,1153000
44960,Fazıl Küçük,Cyprus,766927764,Start,1153000
44961,Glafcos Clerides,Cyprus,770325195,C,1153000
44962,Kypros Chrysostomides,Cyprus,772730711,Start,1153000
44963,Kyriacos Triantaphyllides,Cyprus,773003168,Start,1153000
44964,Fifis Ioannou,Cyprus,773005982,Stub,1153000
44965,Ploutis Servas,Cyprus,773006010,Start,1153000
44966,Neoklis Sylikiotis,Cyprus,773007797,Stub,1153000
44967,Andros Kyprianou,Cyprus,773148433,C,1153000
44968,Yiannakis Omirou,Cyprus,773149624,Stub,1153000
44969,Demetris Syllouris,Cyprus,773185276,Stub,1153000
44970,Averof Neofytou,Cyprus,773568100,Stub,1153000
44971,Nikolas Papadopoulos,Cyprus,773721281,Start,1153000
44972,Kyrillos III of Cyprus,Cyprus,774453037,Stub,1153000
44973,Stavros Malas,Cyprus,774825830,Stub,1153000
44974,Tassos Papadopoulos,Cyprus,780177490,C,1153000
44975,Lia Vissi,Cyprus,780547154,Start,1153000
44976,Ezekias Papaioannou,Cyprus,780740842,Start,1153000
44977,Ahmet Erdengiz,Cyprus,782274270,Stub,1153000
44978,Nejat Konuk,Cyprus,783291597,Start,1153000
44979,İrsen Küçük,Cyprus,783341860,Stub,1153000
44980,Mustafa Yektaoğlu,Cyprus,785089136,Stub,1153000
44981,Hasan Bozer,Cyprus,785089292,Stub,1153000
44982,Mehmet Harmancı,Cyprus,785089663,Stub,1153000
44983,Sonay Adem,Cyprus,785232172,Stub,1153000
44984,Kadri Fellahoğlu,Cyprus,785234334,Stub,1153000
44985,Leonidas Pantelides,Cyprus,786987145,Stub,1153000
44986,Marios Demetriades,Cyprus,787191268,Stub,1153000
44987,Ahmet Uzun,Cyprus,787922969,Stub,1153000
44988,Derviş Ali Kavazoğlu,Cyprus,787983915,Start,1153000
44989,Minas Hadjimichael,Cyprus,788017915,Start,1153000
44990,Georgios Grivas,Cyprus,788071484,C,1153000
44991,Ahmet Kaşif,Cyprus,788982953,Stub,1153000
44992,Andreas Christou,Cyprus,789062611,Start,1153000
44993,Andreas Zimboulakis,Cyprus,789068438,Stub,1153000
44994,Androulla Vassiliou,Cyprus,789127308,Start,1153000
44995,Fatma Ekenoğlu,Cyprus,791176523,Stub,1153000
44996,George Vasiliou,Cyprus,792268359,C,1153000
44997,Mustafa Akıncı,Cyprus,794593220,GA,1153000
44998,Antonis Paschalides,Cyprus,795828595,C,1153000
44999,Costas Papacostas,Cyprus,798064801,Start,1153000
45000,Harry Anastasiou,Cyprus,798200888,C,1153000
45001,Maria Hadjipavlou,Cyprus,798891126,Start,1153000
45002,Michalakis Zambellas,Cyprus,798992020,Stub,1153000
45003,Hüseyin Özgürgün,Cyprus,799330807,Start,1153000
45004,Demetris Christofias,Cyprus,799546500,C,1153000
45005,Spyros Kyprianou,Cyprus,800671509,C,1153000
45006,Alexis Galanos,Cyprus,800819079,Start,1153000
45007,Osman Örek,Cyprus,800965121,Stub,1153000
45008,Benon Sevan,Cyprus,803294020,Start,1153000
45009,Nikos Sampson,Cyprus,803300602,C,1153000
45010,Polycarpos Georgadjis,Cyprus,806751551,C,1153000
45011,Nicos Anastasiades,Cyprus,806871649,C,1153000
45012,Omar Gassama,Gambia,705395257,Stub,2021893
45013,Kalifa Kambi,Gambia,710491445,Stub,2021893
45014,Bala Garba Jahumpa,Gambia,710963829,Start,2021893
45015,List of Gambian politicians,Gambia,740407709,Stub,2021893
45016,Omar Touray,Gambia,749290317,Start,2021893
45017,Bintanding Jarju,Gambia,757076908,Stub,2021893
45018,Musa Gibril Bala Gaye,Gambia,762138805,Stub,2021893
45019,Sidi Moro Sanneh,Gambia,763723281,C,2021893
45020,Famara Jatta,Gambia,763853911,Stub,2021893
45021,Buba Baldeh,Gambia,766169056,Start,2021893
45022,Alieu Badara Njie,Gambia,766707840,Start,2021893
45023,Momodou Alieu Bah,Gambia,768647222,Stub,2021893
45024,Nancy Njie,Gambia,770821967,Stub,2021893
45025,Minister of the Interior (The Gambia),Gambia,776390452,Stub,2021893
45026,Minister of Tourism and Culture (The Gambia),Gambia,776390756,Stub,2021893
45027,Muhammed Magassy,Gambia,777369592,Stub,2021893
45028,Halifa Sallah,Gambia,777369823,C,2021893
45029,Ousman Jammeh,Gambia,777477211,Stub,2021893
45030,Joseph Henry Joof,Gambia,777500383,Stub,2021893
45031,Julia Dolly Joiner,Gambia,777764281,Stub,2021893
45032,"List of NAMs elected in the Gambian parliamentary election, 2012",Gambia,777869808,Start,2021893
45033,"List of NAMs elected in the Gambian parliamentary election, 2017",Gambia,777870295,C,2021893
45034,Mama Fatima Singhateh,Gambia,778413049,Start,2021893
45035,Abdoulie Cham,Gambia,778827445,Stub,2021893
45036,Fabakary Jatta,Gambia,781010737,Start,2021893
45037,Mai Fatty,Gambia,781332916,Stub,2021893
45038,Angela Colley,Gambia,782162213,Stub,2021893
45039,Edward Francis Small,Gambia,784670990,Start,2021893
45040,Fafa Sanyang,Gambia,785662627,Start,2021893
45041,Minister of Foreign Affairs (The Gambia),Gambia,785960831,Start,2021893
45042,Minister of Energy and Petroleum (The Gambia),Gambia,786118843,Start,2021893
45043,Pap Cheyassin Secka,Gambia,786270933,B,2021893
45044,Nyimasata Sanneh-Bojang,Gambia,787190232,Start,2021893
45045,Abdou Kolley,Gambia,787392695,C,2021893
45046,Alieu Badara Saja Taal,Gambia,788509213,Stub,2021893
45047,Omar A. Jallow,Gambia,788668518,Stub,2021893
45048,Amadou Scattred Janneh,Gambia,788737887,C,2021893
45049,Sheikh Omar Faye,Gambia,789182107,Start,2021893
45050,Saffie Lowe Ceesay,Gambia,789801026,Stub,2021893
45051,Claudiana Cole,Gambia,789801097,Start,2021893
45052,Hawa Sisay-Sabally,Gambia,789801486,Start,2021893
45053,Susan Waffa-Ogoo,Gambia,789801765,Start,2021893
45054,Belinda Bidwell,Gambia,789801914,Start,2021893
45055,Teneng Mba Jaiteh,Gambia,789802022,Start,2021893
45056,Hamat Bah,Gambia,790464806,Start,2021893
45057,Lamin Saine,Gambia,792484949,Start,2021893
45058,President of the Gambia,Gambia,794289364,Stub,2021893
45059,Ousainou Darboe,Gambia,794793632,C,2021893
45060,Sidia Jatta,Gambia,795036630,Start,2021893
45061,Crispin Grey-Johnson,Gambia,795480535,Start,2021893
45062,Mustapha B. Wadda,Gambia,797027037,Stub,2021893
45063,Dawda Jawara,Gambia,797405018,C,2021893
45064,Hassan Bubacar Jallow,Gambia,797710741,GA,2021893
45065,Modou Bamba Gaye,Gambia,797726251,Stub,2021893
45066,Minister of Finance and Economic Affairs (Gambia),Gambia,799008590,Start,2021893
45067,Sheriff Mustapha Dibba,Gambia,799285640,C,2021893
45068,Ismaila Sanyang,Gambia,799631175,Stub,2021893
45069,Ba Tambadou,Gambia,800266192,Start,2021893
45070,Abdoulie Bojang,Gambia,800828965,Start,2021893
45071,Mambury Njie,Gambia,801158999,C,2021893
45072,Fatim Badjie,Gambia,801356274,Stub,2021893
45073,Neneh MacDouall-Gaye,Gambia,801356638,Start,2021893
45074,List of heads of state of the Gambia,Gambia,801561362,C,2021893
45075,Vice-President of the Gambia,Gambia,801894449,Start,2021893
45076,Isatou Njie-Saidy,Gambia,801894511,Start,2021893
45077,Louise N'Jie,Gambia,801929724,C,2021893
45078,Amadou Sanneh,Gambia,802371825,Start,2021893
45079,Assan Musa Camara,Gambia,802511617,C,2021893
45080,Isatou Touray,Gambia,802870791,Start,2021893
45081,Fatou Mass Jobe-Njie,Gambia,803210700,Start,2021893
45082,Badara Joof,Gambia,803674587,Start,2021893
45083,Fatoumata Tambajang,Gambia,804442495,GA,2021893
45084,Mama Kandeh,Gambia,804861704,Stub,2021893
45085,Attorney General of the Gambia,Gambia,805028244,GA,2021893
45086,Pierre Sarr N'Jie,Gambia,805437947,C,2021893
45087,Lamin Kaba Bajo,Gambia,806066451,C,2021893
45088,Alieu Ebrima Cham Joof,Gambia,806066876,GA,2021893
45089,Mariam Jack-Denton,Gambia,806100739,Start,2021893
45090,Fatou Bensouda,Gambia,806387232,C,2021893
45091,Adama Barrow,Gambia,806692436,GA,2021893
45092,Dawda Fadera,Gambia,807363793,Start,2021893
45093,Yahya Jammeh,Gambia,807482007,C,2021893
45094,Sanjar Umarov,Uzbekistan,706803719,Start,31290791
45095,Rashid Kadyrov,Uzbekistan,714992592,Stub,31290791
45096,Jahangir Mamatov,Uzbekistan,737392181,C,31290791
45097,Sodiq Safoyev,Uzbekistan,737392300,Start,31290791
45098,Zokir Almatov,Uzbekistan,756034622,Stub,31290791
45099,Adham Ahmedbaev,Uzbekistan,767756658,Start,31290791
45100,Vladimir Ivanov (politician),Uzbekistan,770935921,Stub,31290791
45101,Rafiq Nishonov,Uzbekistan,785205127,Stub,31290791
45102,Vladimir Norov,Uzbekistan,788059166,Start,31290791
45103,Mukhamedzhan Tynyshpaev,Uzbekistan,790444979,B,31290791
45104,Abdulaziz Komilov,Uzbekistan,794551501,Start,31290791
45105,Rustam Azimov,Uzbekistan,796927598,Start,31290791
45106,Anvar Juraboev,Uzbekistan,797154931,Start,31290791
45107,Rustam Inoyatov,Uzbekistan,799714047,Start,31290791
45108,Template:UzbekPresidents,Uzbekistan,799799997,Stub,31290791
45109,Nigmatilla Yuldashev,Uzbekistan,799800490,Start,31290791
45110,Baxtiyor Rahimov,Uzbekistan,800581617,Start,31290791
45111,Ergash Shoismatov,Uzbekistan,800583463,Stub,31290791
45112,Bakhodir Khan Turkistan,Uzbekistan,801259293,C,31290791
45113,Elyor Ganiyev,Uzbekistan,801507533,Stub,31290791
45114,Tatyana Karimova,Uzbekistan,804318597,Start,31290791
45115,President of Uzbekistan,Uzbekistan,805479690,C,31290791
45116,Islam Karimov,Uzbekistan,806013456,GA,31290791
45117,Abdusalom Azizov,Uzbekistan,806178396,Stub,31290791
45118,Qobul Berdiyev,Uzbekistan,806440332,Start,31290791
45119,Kadyr Gulyamov,Uzbekistan,806452240,Stub,31290791
45120,Shavkat Mirziyoyev,Uzbekistan,806524206,GA,31290791
45121,Gulnara Karimova,Uzbekistan,807012564,GA,31290791
45122,Lola Karimova-Tillyaeva,Uzbekistan,807020070,Start,31290791
45123,Lulwa Al Awadhi,Bahrain,707206006,Stub,1412299
45124,Mohamed Ali Hasan Ali,Bahrain,717923332,Stub,1412299
45125,Faisal al-Hamar,Bahrain,719662720,Stub,1412299
45126,Ibrahim ibn Khalifa Al Khalifa,Bahrain,719662729,Stub,1412299
45127,Isa bin Abdulrahman Al Hammadi,Bahrain,731093123,Stub,1412299
45128,Al-Ala'a Al-Hadrami,Bahrain,737058200,Start,1412299
45129,Ebrahim Daoud Nonoo,Bahrain,740710044,Stub,1412299
45130,Nabeel bin Yaqub Al-Hamar,Bahrain,750427135,Stub,1412299
45131,Nazar Al Baharna,Bahrain,758080025,Start,1412299
45132,Ahmed ibn Muhammad ibn Khalifa,Bahrain,763340800,Stub,1412299
45133,Fahmi al-Jowder,Bahrain,769279864,Stub,1412299
45134,Jameel Humadan,Bahrain,770509288,Start,1412299
45135,Hamad ibn Isa Al Khalifa (1872–1942),Bahrain,774002573,Start,1412299
45136,Munira Fakhro,Bahrain,779428388,Start,1412299
45137,Nancy Khedouri,Bahrain,779428554,Stub,1412299
45138,Lateefa Al Gaood,Bahrain,783103566,Stub,1412299
45139,Nada Haffadh,Bahrain,783745282,Start,1412299
45140,"Salman, Crown Prince of Bahrain",Bahrain,784266697,C,1412299
45141,Bahrain election 2006 women candidates,Bahrain,787282709,C,1412299
45142,Munzir ibn Sawa Al Tamimi,Bahrain,787348668,Start,1412299
45143,Abdulhussain bin Ali Mirza,Bahrain,787403141,Stub,1412299
45144,Abdullatif Al-Mahmood,Bahrain,787407414,Stub,1412299
45145,Alees Samaan,Bahrain,788248398,Start,1412299
45146,Uyunid dynasty,Bahrain,790768923,C,1412299
45147,Usfurids,Bahrain,790769233,Stub,1412299
45148,Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,792844397,C,1412299
45149,Isa Qassim,Bahrain,794022737,B,1412299
45150,Abdulrahman al-Nuaimi,Bahrain,796886151,Start,1412299
45151,Essam Khalaf,Bahrain,797822138,Stub,1412299
45152,Jarwanid dynasty,Bahrain,798370570,Start,1412299
45153,Isa bin Salman Al Khalifa,Bahrain,800821174,C,1412299
45154,Abu Sa'id al-Jannabi,Bahrain,801411288,Stub,1412299
45155,Salman bin Hamad Al Khalifa I,Bahrain,801740325,Start,1412299
45156,Abu Tahir al-Jannabi,Bahrain,802383058,C,1412299
45157,Line of succession to the Bahraini throne,Bahrain,803112678,Start,1412299
45158,Kamal Ahmed (politician),Bahrain,803597329,Stub,1412299
45159,Hamad bin Isa Al Khalifa,Bahrain,804322671,C,1412299
45160,King of Bahrain,Bahrain,804732016,Start,1412299
45161,House of Khalifa,Bahrain,806050123,C,1412299
45162,Qarmatians,Bahrain,807088708,C,1412299
45163,Houda Nonoo,Bahrain,807336927,C,1412299
45164,Isa ibn Ali Al Khalifa,Bahrain,807354494,Start,1412299
45165,Abraha Kassa,Eritrea,707359267,Stub,5200000
45166,Ibrahim Harun,Eritrea,707576885,Stub,5200000
45167,Mohammed Saeed Nawed,Eritrea,723260380,Stub,5200000
45168,Girma Asmerom,Eritrea,790007148,Stub,5200000
45169,Tedla Bairu,Eritrea,790007182,Stub,5200000
45170,Fozia Hashim,Eritrea,790007325,Stub,5200000
45171,Selma Hassan,Eritrea,790007329,Stub,5200000
45172,Abraham Kidane,Eritrea,790007338,Stub,5200000
45173,Askalu Menkerios,Eritrea,790007346,Stub,5200000
45174,Amna Nurhusein,Eritrea,790007350,Stub,5200000
45175,Worku Tesfamichael,Eritrea,790007416,Stub,5200000
45176,Berhane Habtemariam,Eritrea,791139180,Stub,5200000
45177,Aster Yohannes,Eritrea,793495374,Start,5200000
45178,Aster Fissehatsion,Eritrea,793495557,Start,5200000
45179,Abdulkadir Kebire,Eritrea,794185774,C,5200000
45180,Ambaye Wolde Mariam,Eritrea,798423270,Start,5200000
45181,Nabil Al Fadl,Kuwait,709788113,Stub,3837700
45182,Ibrahim Al-Mudhaf,Kuwait,716656122,Stub,3837700
45183,Ibrahim Khraibut,Kuwait,727406050,Start,3837700
45184,Saad Bin Tefla,Kuwait,735943264,Stub,3837700
45185,Mohammad Al Khalid Al Sabah,Kuwait,745757718,Start,3837700
45186,Nouriya Al-Subaih,Kuwait,760533559,Stub,3837700
45187,Salwa al-Jassar,Kuwait,760533560,Stub,3837700
45188,Aseel al-Awadhi,Kuwait,760533561,Start,3837700
45189,Taibah Al-Ibrahim,Kuwait,761628121,Stub,3837700
45190,Rola Dashti,Kuwait,778198514,C,3837700
45191,Khaled Al Jarrah Al Sabah,Kuwait,780214466,Stub,3837700
45192,Abdullah II Al-Sabah,Kuwait,783592151,Start,3837700
45193,Jaber II Al-Sabah,Kuwait,783592286,Stub,3837700
45194,Saad Al-Salim Al-Sabah,Kuwait,783592749,C,3837700
45195,Mohammed Al-Sanousi,Kuwait,785734462,Stub,3837700
45196,Massouma al-Mubarak,Kuwait,788466608,Start,3837700
45197,Salem Abdulaziz Al Sabah,Kuwait,788529501,Start,3837700
45198,Mohammed Abdullah Al-Ajmi,Kuwait,788557231,Stub,3837700
45199,Sabah Al-Khalid Al-Sabah,Kuwait,790603354,Start,3837700
45200,Ali Hussain Al-Awadhi,Kuwait,794407772,Start,3837700
45201,Salim Al-Mubarak Al-Sabah,Kuwait,794966216,Stub,3837700
45202,Sabah Al-Salim Al-Sabah,Kuwait,795974359,Start,3837700
45203,Ahmad Al Khalid Al Sabah,Kuwait,796299163,Start,3837700
45204,List of emirs of Kuwait,Kuwait,796885347,C,3837700
45205,Mubarak Al-Sabah,Kuwait,799046185,GA,3837700
45206,Muhammad Al-Sabah,Kuwait,799046858,Stub,3837700
45207,Salem Al-Ali Al-Sabah,Kuwait,800054110,C,3837700
45208,Abdullah Al-Salim Al-Sabah,Kuwait,800821907,Start,3837700
45209,Waleed Al-Tabtabaie,Kuwait,801148139,C,3837700
45210,Sabah Al-Ahmad Al-Jaber Al-Sabah,Kuwait,802049702,C,3837700
45211,Abdullah I Al-Sabah,Kuwait,802436404,Stub,3837700
45212,Jaber I Al-Sabah,Kuwait,802436596,Stub,3837700
45213,Sabah II Al-Sabah,Kuwait,802436722,Stub,3837700
45214,Sabah I bin Jaber,Kuwait,802438284,Start,3837700
45215,Ahmad Al-Jaber Al-Sabah,Kuwait,805287882,Start,3837700
45216,Jaber Al-Ahmad Al-Sabah,Kuwait,806883281,C,3837700
45217,Safa Al Hashem,Kuwait,807178230,Start,3837700
45218,Ezechiel Nibigira,Burundi,709912048,Stub,10742000
45219,Léonce Ngendakumana,Burundi,718930173,Stub,10742000
45220,Libérat Mfumukeko,Burundi,738241771,Start,10742000
45221,Council of Ministers (Burundi),Burundi,741142060,Start,10742000
45222,Alice Nzomukunda,Burundi,757065467,Start,10742000
45223,Marina Barampama,Burundi,757065502,Start,10742000
45224,Marie-Rose Nizigiyimana,Burundi,757615341,Stub,10742000
45225,Ntare I of Burundi,Burundi,762598944,Stub,10742000
45226,Mwezi III of Burundi,Burundi,762599147,Stub,10742000
45227,Mutaga III of Burundi,Burundi,762599271,Stub,10742000
45228,Mwambutsa I of Burundi,Burundi,762599399,Stub,10742000
45229,Ntare IV of Burundi,Burundi,762599435,Stub,10742000
45230,Albert Shibura,Burundi,763631191,Stub,10742000
45231,Pascal Bubiriza,Burundi,764972737,Start,10742000
45232,Ririkumutima,Burundi,771856846,Start,10742000
45233,Mwami,Burundi,773690226,Stub,10742000
45234,Joseph Bamina,Burundi,780631130,Start,10742000
45235,Template:BurundiPMs,Burundi,780631140,Stub,10742000
45236,Melchior Ndadaye,Burundi,783156095,C,10742000
45237,Hafsa Mossi,Burundi,783682224,Start,10742000
45238,Esther Kamatari,Burundi,786432171,Start,10742000
45239,Louis Rwagasore,Burundi,787175253,C,10742000
45240,Pierre Buyoya,Burundi,788025459,Start,10742000
45241,Gérard Mfuranzima,Burundi,789959423,Start,10742000
45242,Frédéric Bamvuginyumvira,Burundi,790005583,Stub,10742000
45243,Alphonse Barancira,Burundi,790005584,Stub,10742000
45244,Antoinette Batumubwira,Burundi,790005587,Stub,10742000
45245,Léopold Biha,Burundi,790005607,Stub,10742000
45246,Joseph Cimpaye,Burundi,790005624,Stub,10742000
45247,Ernest Kabushemeye,Burundi,790005630,Stub,10742000
45248,Alphonse-Marie Kadege,Burundi,790005632,Stub,10742000
45249,Anatole Kanyenkiko,Burundi,790005636,Stub,10742000
45250,Jean-Baptiste Manwangari,Burundi,790005639,Stub,10742000
45251,André Muhirwa,Burundi,790005662,Stub,10742000
45252,Immaculée Nahayo,Burundi,790005664,Stub,10742000
45253,Pierre Claver Nahimana,Burundi,790005665,Stub,10742000
45254,Antoine Nduwayo,Burundi,790005667,Stub,10742000
45255,Martin Nduwimana,Burundi,790005669,Start,10742000
45256,Pierre Ngendandumwe,Burundi,790005673,Stub,10742000
45257,Frédéric Ngenzebuhoro,Burundi,790005674,Stub,10742000
45258,Schadrack Niyonkuru,Burundi,790005691,Stub,10742000
45259,Sylvestre Ntibantunganya,Burundi,790005718,Stub,10742000
45260,Albin Nyamoya,Burundi,790005725,Stub,10742000
45261,Yves Sahinguvu,Burundi,790005738,Stub,10742000
45262,Christian Sendegeya,Burundi,790005740,Stub,10742000
45263,Mathias Sinamenye,Burundi,790005752,Stub,10742000
45264,Therence Sinunguruza,Burundi,790005754,Stub,10742000
45265,Marie-Thérèse Toyi,Burundi,790005757,Stub,10742000
45266,Domitien Ndayizeye,Burundi,791163610,Start,10742000
45267,Perpétue Nshimirimana,Burundi,792861234,Stub,10742000
45268,Zedi Feruzi,Burundi,794306094,Start,10742000
45269,Emmanuel Niyonkuru,Burundi,794703327,Start,10742000
45270,Mwambutsa IV of Burundi,Burundi,794838668,Start,10742000
45271,Agathon Rwasa,Burundi,795213776,Start,10742000
45272,Cyprien Ntaryamira,Burundi,795739680,Start,10742000
45273,Alexis Sinduhije,Burundi,796053719,GA,10742000
45274,François Ngeze,Burundi,797689230,Stub,10742000
45275,Prime Minister of Burundi,Burundi,798157270,Start,10742000
45276,Vice-President of Burundi,Burundi,798157352,Start,10742000
45277,Michel Micombero,Burundi,798305592,Start,10742000
45278,List of mayors of Bujumbura,Burundi,798359354,Stub,10742000
45279,Adrien Sibomana,Burundi,798541884,Stub,10742000
45280,List of kings of Burundi,Burundi,798795008,Start,10742000
45281,Pascal-Firmin Ndimira,Burundi,799465256,Stub,10742000
45282,Pié Masumbuko,Burundi,799532164,Stub,10742000
45283,Mutaga IV of Burundi,Burundi,800766594,Stub,10742000
45284,Mwezi IV of Burundi,Burundi,800766694,Stub,10742000
45285,Édouard Nzambimana,Burundi,801343171,Stub,10742000
45286,Vénérand Bakevyumusaya,Burundi,801744949,Stub,10742000
45287,Ntare V of Burundi,Burundi,801929310,C,10742000
45288,Jean-Baptiste Bagaza,Burundi,803045943,Start,10742000
45289,Gabriel Ntisezerana,Burundi,804580641,Stub,10742000
45290,Pierre Nkurunziza,Burundi,805462036,C,10742000
45291,Denise Nkurunziza,Burundi,805462160,Stub,10742000
45292,List of Burundian politicians,Burundi,805721159,Stub,10742000
45293,Sylvie Kinigi,Burundi,806161152,Start,10742000
45294,Marcel Metefara,Central African Republic,710611754,Stub,5551900
45295,Agba Otikpo Mézodé,Central African Republic,713127137,Stub,5551900
45296,Template:CARPMs,Central African Republic,713313552,Stub,5551900
45297,Martial Beti Marace,Central African Republic,715844276,Stub,5551900
45298,Désiré Kolingba,Central African Republic,724030639,Stub,5551900
45299,Jean-Jacques Démafouth,Central African Republic,732296546,Start,5551900
45300,Template:CAR Presidents,Central African Republic,741801766,Stub,5551900
45301,Jean-Pierre Lebouder,Central African Republic,747150854,Start,5551900
45302,Timothée Malendoma,Central African Republic,747469664,Start,5551900
45303,Simon Narcisse Bozanga,Central African Republic,747802088,Start,5551900
45304,Élie Doté,Central African Republic,747845615,Start,5551900
45305,Bernard Ayandho,Central African Republic,751348808,Start,5551900
45306,Marie Agba-Otikpo,Central African Republic,757073009,Start,5551900
45307,Marie-Joséphe Zani-Fé Touam-Bona,Central African Republic,757073388,C,5551900
45308,Anne-Marie Goumba,Central African Republic,757427361,Start,5551900
45309,Alexandre-Ferdinand Nguendet,Central African Republic,759980423,Start,5551900
